word,length,difficulty
meeting,7,Medium
meetings,8,Medium
meets,5,Easy
meetup,6,Medium
melbourne,9,Hard
melissa,7,Medium
member,6,Medium
members,7,Medium
membership,10,Hard
membrane,8,Medium
memorabilia,11,Hard
memorial,8,Medium
memories,8,Medium
memory,6,Medium
memphis,7,Medium
mental,6,Medium
mention,7,Medium
mentioned,9,Hard
mentor,6,Medium
menus,5,Easy
mercedes,8,Medium
merchandise,11,Hard
merchant,8,Medium
merchants,9,Hard
mercury,7,Medium
mercy,5,Easy
merely,6,Medium
merge,5,Easy
merger,6,Medium
merit,5,Easy
merry,5,Easy
message,7,Medium
messages,8,Medium
messaging,9,Hard
messenger,9,Hard
metabolism,10,Hard
metadata,8,Medium
metal,5,Easy
metallic,8,Medium
metallica,9,Hard
metals,6,Medium
meter,5,Easy
meters,6,Medium
method,6,Medium
methodology,11,Hard
methods,7,Medium
metres,6,Medium
metric,6,Medium
metro,5,Easy
metropolitan,12,Hard
mexican,7,Medium
mexico,6,Medium
meyer,5,Easy
miami,5,Easy
michael,7,Medium
michel,6,Medium
michelle,8,Medium
michigan,8,Medium
micro,5,Easy
microphone,10,Hard
microsoft,9,Hard
microwave,9,Hard
middle,6,Medium
midlands,8,Medium
midnight,8,Medium
midwest,7,Medium
might,5,Easy
mighty,6,Medium
migration,9,Hard
milan,5,Easy
mileage,7,Medium
miles,5,Easy
milfhunter,10,Hard
milfs,5,Easy
military,8,Medium
millennium,10,Hard
miller,6,Medium
million,7,Medium
millions,8,Medium
mills,5,Easy
milton,6,Medium
milwaukee,9,Hard
minds,5,Easy
mineral,7,Medium
minerals,8,Medium
mines,5,Easy
miniature,9,Hard
minimal,7,Medium
minimize,8,Medium
minimum,7,Medium
mining,6,Medium
minister,8,Medium
ministers,9,Hard
ministries,10,Hard
ministry,8,Medium
minneapolis,11,Hard
minnesota,9,Hard
minolta,7,Medium
minor,5,Easy
minority,8,Medium
minus,5,Easy
minute,6,Medium
minutes,7,Medium
miracle,7,Medium
mirror,6,Medium
mirrors,7,Medium
miscellaneous,13,Hard
missed,6,Medium
missile,7,Medium
missing,7,Medium
mission,7,Medium
missions,8,Medium
mississippi,11,Hard
missouri,8,Medium
mistake,7,Medium
mistakes,8,Medium
mistress,8,Medium
mitchell,8,Medium
mitsubishi,10,Hard
mixed,5,Easy
mixer,5,Easy
mixing,6,Medium
mixture,7,Medium
mobile,6,Medium
mobiles,7,Medium
mobility,8,Medium
model,5,Easy
modeling,8,Medium
modelling,9,Hard
models,6,Medium
modem,5,Easy
modems,6,Medium
moderate,8,Medium
moderator,9,Hard
moderators,10,Hard
modern,6,Medium
modes,5,Easy
modification,12,Hard
modifications,13,Hard
modified,8,Medium
modify,6,Medium
modular,7,Medium
module,6,Medium
modules,7,Medium
moisture,8,Medium
moldova,7,Medium
molecular,9,Hard
molecules,9,Hard
moment,6,Medium
moments,7,Medium
momentum,8,Medium
monaco,6,Medium
monday,6,Medium
monetary,8,Medium
money,5,Easy
mongolia,8,Medium
monica,6,Medium
monitor,7,Medium
monitored,9,Hard
monitoring,10,Hard
monitors,8,Medium
monkey,6,Medium
monroe,6,Medium
monster,7,Medium
montana,7,Medium
monte,5,Easy
montgomery,10,Hard
month,5,Easy
monthly,7,Medium
months,6,Medium
montreal,8,Medium
moore,5,Easy
moral,5,Easy
moreover,8,Medium
morgan,6,Medium
morning,7,Medium
morocco,7,Medium
morris,6,Medium
morrison,8,Medium
mortality,9,Hard
mortgage,8,Medium
mortgages,9,Hard
moscow,6,Medium
moses,5,Easy
mostly,6,Medium
motel,5,Easy
motels,6,Medium
mother,6,Medium
motherboard,11,Hard
mothers,7,Medium
motion,6,Medium
motivated,9,Hard
motivation,10,Hard
motor,5,Easy
motorcycle,10,Hard
motorcycles,11,Hard
motorola,8,Medium
motors,6,Medium
mount,5,Easy
mountain,8,Medium
mountains,9,Hard
mounted,7,Medium
mounting,8,Medium
mounts,6,Medium
mouse,5,Easy
mouth,5,Easy
moved,5,Easy
movement,8,Medium
movements,9,Hard
movers,6,Medium
moves,5,Easy
movie,5,Easy
movies,6,Medium
moving,6,Medium
mozambique,10,Hard
mozilla,7,Medium
mpegs,5,Easy
msgid,5,Easy
msgstr,6,Medium
multi,5,Easy
multimedia,10,Hard
multiple,8,Medium
mumbai,6,Medium
munich,6,Medium
municipal,9,Hard
municipality,12,Hard
murder,6,Medium
murphy,6,Medium
murray,6,Medium
muscle,6,Medium
muscles,7,Medium
museum,6,Medium
museums,7,Medium
music,5,Easy
musical,7,Medium
musician,8,Medium
musicians,9,Hard
muslim,6,Medium
muslims,7,Medium
mustang,7,Medium
mutual,6,Medium
myanmar,7,Medium
myers,5,Easy
myrtle,6,Medium
myself,6,Medium
mysimon,7,Medium
myspace,7,Medium
mysql,5,Easy
mysterious,10,Hard
mystery,7,Medium
nails,5,Easy
naked,5,Easy
named,5,Easy
namely,6,Medium
names,5,Easy
namespace,9,Hard
namibia,7,Medium
nancy,5,Easy
naples,6,Medium
narrative,9,Hard
narrow,6,Medium
nascar,6,Medium
nasdaq,6,Medium
nashville,9,Hard
nasty,5,Easy
nathan,6,Medium
nation,6,Medium
national,8,Medium
nationally,10,Hard
nations,7,Medium
nationwide,10,Hard
native,6,Medium
natural,7,Medium
naturally,9,Hard
naturals,8,Medium
nature,6,Medium
naughty,7,Medium
naval,5,Easy
navigate,8,Medium
navigation,10,Hard
navigator,9,Hard
nearby,6,Medium
nearest,7,Medium
nearly,6,Medium
nebraska,8,Medium
necessarily,11,Hard
necessary,9,Hard
necessity,9,Hard
necklace,8,Medium
needed,6,Medium
needle,6,Medium
needs,5,Easy
negative,8,Medium
negotiation,11,Hard
negotiations,12,Hard
neighbor,8,Medium
neighborhood,12,Hard
neighbors,9,Hard
neither,7,Medium
nelson,6,Medium
nepal,5,Easy
nerve,5,Easy
nervous,7,Medium
nested,6,Medium
netherlands,11,Hard
netscape,8,Medium
network,7,Medium
networking,10,Hard
networks,8,Medium
neural,6,Medium
neutral,7,Medium
nevada,6,Medium
never,5,Easy
nevertheless,12,Hard
newark,6,Medium
newbie,6,Medium
newcastle,9,Hard
newer,5,Easy
newest,6,Medium
newfoundland,12,Hard
newly,5,Easy
newport,7,Medium
newscom,7,Medium
newsletter,10,Hard
newsletters,11,Hard
newspaper,9,Hard
newspapers,10,Hard
newton,6,Medium
nextel,6,Medium
niagara,7,Medium
nicaragua,9,Hard
nicholas,8,Medium
nickel,6,Medium
nickname,8,Medium
nicole,6,Medium
niger,5,Easy
nigeria,7,Medium
night,5,Easy
nightlife,9,Hard
nightmare,9,Hard
nights,6,Medium
nikon,5,Easy
nintendo,8,Medium
nipple,6,Medium
nipples,7,Medium
nirvana,7,Medium
nissan,6,Medium
nitrogen,8,Medium
noble,5,Easy
nobody,6,Medium
nodes,5,Easy
noise,5,Easy
nokia,5,Easy
nominated,9,Hard
nomination,10,Hard
nominations,11,Hard
nonprofit,9,Hard
norfolk,7,Medium
normal,6,Medium
normally,8,Medium
norman,6,Medium
north,5,Easy
northeast,9,Hard
northern,8,Medium
northwest,9,Hard
norton,6,Medium
norway,6,Medium
norwegian,9,Hard
notebook,8,Medium
notebooks,9,Hard
noted,5,Easy
notes,5,Easy
nothing,7,Medium
notice,6,Medium
noticed,7,Medium
notices,7,Medium
notification,12,Hard
notifications,13,Hard
notified,8,Medium
notify,6,Medium
notion,6,Medium
notre,5,Easy
nottingham,10,Hard
novel,5,Easy
novels,6,Medium
novelty,7,Medium
november,8,Medium
nowhere,7,Medium
nuclear,7,Medium
nudist,6,Medium
nudity,6,Medium
number,6,Medium
numbers,7,Medium
numeric,7,Medium
numerical,9,Hard
numerous,8,Medium
nurse,5,Easy
nursery,7,Medium
nurses,6,Medium
nursing,7,Medium
nutrition,9,Hard
nutritional,11,Hard
nutten,6,Medium
nvidia,6,Medium
nylon,5,Easy
oakland,7,Medium
oasis,5,Easy
obesity,7,Medium
obituaries,10,Hard
object,6,Medium
objective,9,Hard
objectives,10,Hard
objects,7,Medium
obligation,10,Hard
obligations,11,Hard
observation,11,Hard
observations,12,Hard
observe,7,Medium
observed,8,Medium
observer,8,Medium
obtain,6,Medium
obtained,8,Medium
obtaining,9,Hard
obvious,7,Medium
obviously,9,Hard
occasion,8,Medium
occasional,10,Hard
occasionally,12,Hard
occasions,9,Hard
occupation,10,Hard
occupational,12,Hard
occupations,11,Hard
occupied,8,Medium
occur,5,Easy
occurred,8,Medium
occurrence,10,Hard
occurring,9,Hard
occurs,6,Medium
ocean,5,Easy
october,7,Medium
offense,7,Medium
offensive,9,Hard
offer,5,Easy
offered,7,Medium
offering,8,Medium
offerings,9,Hard
offers,6,Medium
office,6,Medium
officer,7,Medium
officers,8,Medium
offices,7,Medium
official,8,Medium
officially,10,Hard
officials,9,Hard
offline,7,Medium
offset,6,Medium
offshore,8,Medium
often,5,Easy
oklahoma,8,Medium
older,5,Easy
oldest,6,Medium
olive,5,Easy
oliver,6,Medium
olympic,7,Medium
olympics,8,Medium
olympus,7,Medium
omaha,5,Easy
omega,5,Easy
omissions,9,Hard
ongoing,7,Medium
onion,5,Easy
online,6,Medium
ontario,7,Medium
opened,6,Medium
opening,7,Medium
openings,8,Medium
opens,5,Easy
opera,5,Easy
operate,7,Medium
operated,8,Medium
operates,8,Medium
operating,9,Hard
operation,9,Hard
operational,11,Hard
operations,10,Hard
operator,8,Medium
operators,9,Hard
opinion,7,Medium
opinions,8,Medium
opponent,8,Medium
opponents,9,Hard
opportunities,13,Hard
opportunity,11,Hard
opposed,7,Medium
opposite,8,Medium
opposition,10,Hard
optical,7,Medium
optics,6,Medium
optimal,7,Medium
optimization,12,Hard
optimize,8,Medium
optimum,7,Medium
option,6,Medium
optional,8,Medium
options,7,Medium
oracle,6,Medium
orange,6,Medium
orbit,5,Easy
orchestra,9,Hard
order,5,Easy
ordered,7,Medium
ordering,8,Medium
orders,6,Medium
ordinance,9,Hard
ordinary,8,Medium
oregon,6,Medium
organ,5,Easy
organic,7,Medium
organisation,12,Hard
organisations,13,Hard
organised,9,Hard
organisms,9,Hard
organization,12,Hard
organizational,14,Hard
organizations,13,Hard
organize,8,Medium
organized,9,Hard
organizer,9,Hard
organizing,10,Hard
orgasm,6,Medium
oriental,8,Medium
orientation,11,Hard
oriented,8,Medium
origin,6,Medium
original,8,Medium
originally,10,Hard
origins,7,Medium
orlando,7,Medium
orleans,7,Medium
oscar,5,Easy
other,5,Easy
others,6,Medium
otherwise,9,Hard
ottawa,6,Medium
ought,5,Easy
ourselves,9,Hard
outcome,7,Medium
outcomes,8,Medium
outdoor,7,Medium
outdoors,8,Medium
outer,5,Easy
outlet,6,Medium
outline,7,Medium
outlined,8,Medium
outlook,7,Medium
output,6,Medium
outputs,7,Medium
outreach,8,Medium
outside,7,Medium
outsourcing,11,Hard
outstanding,11,Hard
overall,7,Medium
overcome,8,Medium
overhead,8,Medium
overnight,9,Hard
overseas,8,Medium
overview,8,Medium
owned,5,Easy
owner,5,Easy
owners,6,Medium
ownership,9,Hard
oxford,6,Medium
oxide,5,Easy
oxygen,6,Medium
ozone,5,Easy
pacific,7,Medium
package,7,Medium
packages,8,Medium
packaging,9,Hard
packard,7,Medium
packed,6,Medium
packet,6,Medium
packets,7,Medium
packing,7,Medium
packs,5,Easy
pages,5,Easy
painful,7,Medium
paint,5,Easy
paintball,9,Hard
painted,7,Medium
painting,8,Medium
paintings,9,Hard
pairs,5,Easy
pakistan,8,Medium
palace,6,Medium
palestine,9,Hard
palestinian,11,Hard
palmer,6,Medium
pamela,6,Medium
panama,6,Medium
panasonic,9,Hard
panel,5,Easy
panels,6,Medium
panic,5,Easy
panties,7,Medium
pants,5,Easy
pantyhose,9,Hard
paper,5,Easy
paperback,9,Hard
paperbacks,10,Hard
papers,6,Medium
papua,5,Easy
parade,6,Medium
paradise,8,Medium
paragraph,9,Hard
paragraphs,10,Hard
paraguay,8,Medium
parallel,8,Medium
parameter,9,Hard
parameters,10,Hard
parcel,6,Medium
parent,6,Medium
parental,8,Medium
parenting,9,Hard
parents,7,Medium
paris,5,Easy
parish,6,Medium
parker,6,Medium
parking,7,Medium
parks,5,Easy
parliament,10,Hard
parliamentary,13,Hard
partial,7,Medium
partially,9,Hard
participant,11,Hard
participants,12,Hard
participate,11,Hard
participated,12,Hard
participating,13,Hard
participation,13,Hard
particle,8,Medium
particles,9,Hard
particular,10,Hard
particularly,12,Hard
parties,7,Medium
partition,9,Hard
partly,6,Medium
partner,7,Medium
partners,8,Medium
partnership,11,Hard
partnerships,12,Hard
parts,5,Easy
party,5,Easy
passage,7,Medium
passed,6,Medium
passenger,9,Hard
passengers,10,Hard
passes,6,Medium
passing,7,Medium
passion,7,Medium
passive,7,Medium
passport,8,Medium
password,8,Medium
passwords,9,Hard
pasta,5,Easy
paste,5,Easy
pastor,6,Medium
patch,5,Easy
patches,7,Medium
patent,6,Medium
patents,7,Medium
pathology,9,Hard
paths,5,Easy
patient,7,Medium
patients,8,Medium
patio,5,Easy
patricia,8,Medium
patrick,7,Medium
patrol,6,Medium
pattern,7,Medium
patterns,8,Medium
pavilion,8,Medium
paxil,5,Easy
payable,7,Medium
payday,6,Medium
paying,6,Medium
payment,7,Medium
payments,8,Medium
paypal,6,Medium
payroll,7,Medium
peace,5,Easy
peaceful,8,Medium
pearl,5,Easy
pediatric,9,Hard
peeing,6,Medium
peers,5,Easy
penalties,9,Hard
penalty,7,Medium
pencil,6,Medium
pendant,7,Medium
pending,7,Medium
penetration,11,Hard
penguin,7,Medium
peninsula,9,Hard
penis,5,Easy
pennsylvania,12,Hard
penny,5,Easy
pension,7,Medium
pensions,8,Medium
pentium,7,Medium
people,6,Medium
peoples,7,Medium
pepper,6,Medium
perceived,9,Hard
percent,7,Medium
percentage,10,Hard
perception,10,Hard
perfect,7,Medium
perfectly,9,Hard
perform,7,Medium
performance,11,Hard
performances,12,Hard
performed,9,Hard
performer,9,Hard
performing,10,Hard
performs,8,Medium
perfume,7,Medium
perhaps,7,Medium
period,6,Medium
periodic,8,Medium
periodically,12,Hard
periods,7,Medium
peripheral,10,Hard
peripherals,11,Hard
permalink,9,Hard
permanent,9,Hard
permission,10,Hard
permissions,11,Hard
permit,6,Medium
permits,7,Medium
permitted,9,Hard
perry,5,Easy
persian,7,Medium
persistent,10,Hard
person,6,Medium
personal,8,Medium
personality,11,Hard
personalized,12,Hard
personally,10,Hard
personals,9,Hard
personnel,9,Hard
persons,7,Medium
perspective,11,Hard
perspectives,12,Hard
perth,5,Easy
peter,5,Easy
petersburg,10,Hard
peterson,8,Medium
petite,6,Medium
petition,8,Medium
petroleum,9,Hard
phantom,7,Medium
pharmaceutical,14,Hard
pharmaceuticals,15,Hard
pharmacies,10,Hard
pharmacology,12,Hard
pharmacy,8,Medium
phase,5,Easy
phases,6,Medium
phenomenon,10,Hard
phentermine,11,Hard
philadelphia,12,Hard
philip,6,Medium
philippines,11,Hard
philips,7,Medium
phillips,8,Medium
philosophy,10,Hard
phoenix,7,Medium
phone,5,Easy
phones,6,Medium
photo,5,Easy
photograph,10,Hard
photographer,12,Hard
photographers,13,Hard
photographic,12,Hard
photographs,11,Hard
photography,11,Hard
photos,6,Medium
photoshop,9,Hard
phpbb,5,Easy
phrase,6,Medium
phrases,7,Medium
physical,8,Medium
physically,10,Hard
physician,9,Hard
physicians,10,Hard
physics,7,Medium
physiology,10,Hard
piano,5,Easy
pichunter,9,Hard
picked,6,Medium
picking,7,Medium
picks,5,Easy
pickup,6,Medium
picnic,6,Medium
picture,7,Medium
pictures,8,Medium
piece,5,Easy
pieces,6,Medium
pierce,6,Medium
pierre,6,Medium
pillow,6,Medium
pills,5,Easy
pilot,5,Easy
pioneer,7,Medium
pipeline,8,Medium
pipes,5,Easy
pirates,7,Medium
pissing,7,Medium
pitch,5,Easy
pittsburgh,10,Hard
pixel,5,Easy
pixels,6,Medium
pizza,5,Easy
place,5,Easy
placed,6,Medium
placement,9,Hard
places,6,Medium
placing,7,Medium
plain,5,Easy
plains,6,Medium
plaintiff,9,Hard
plane,5,Easy
planes,6,Medium
planet,6,Medium
planets,7,Medium
planned,7,Medium
planner,7,Medium
planners,8,Medium
planning,8,Medium
plans,5,Easy
plant,5,Easy
plants,6,Medium
plasma,6,Medium
plastic,7,Medium
plastics,8,Medium
plate,5,Easy
plates,6,Medium
platform,8,Medium
platforms,9,Hard
platinum,8,Medium
playback,8,Medium
playboy,7,Medium
played,6,Medium
player,6,Medium
players,7,Medium
playing,7,Medium
playlist,8,Medium
plays,5,Easy
playstation,11,Hard
plaza,5,Easy
pleasant,8,Medium
please,6,Medium
pleased,7,Medium
pleasure,8,Medium
pledge,6,Medium
plenty,6,Medium
plots,5,Easy
plugin,6,Medium
plugins,7,Medium
plumbing,8,Medium
plymouth,8,Medium
pocket,6,Medium
pockets,7,Medium
podcast,7,Medium
podcasts,8,Medium
poems,5,Easy
poetry,6,Medium
point,5,Easy
pointed,7,Medium
pointer,7,Medium
pointing,8,Medium
points,6,Medium
pokemon,7,Medium
poker,5,Easy
poland,6,Medium
polar,5,Easy
police,6,Medium
policies,8,Medium
policy,6,Medium
polish,6,Medium
polished,8,Medium
political,9,Hard
politicians,11,Hard
politics,8,Medium
polls,5,Easy
pollution,9,Hard
polyester,9,Hard
polymer,7,Medium
polyphonic,10,Hard
pontiac,7,Medium
pools,5,Easy
popular,7,Medium
popularity,10,Hard
population,10,Hard
populations,11,Hard
porcelain,9,Hard
porno,5,Easy
porsche,7,Medium
portable,8,Medium
portal,6,Medium
porter,6,Medium
portfolio,9,Hard
portion,7,Medium
portions,8,Medium
portland,8,Medium
portrait,8,Medium
portraits,9,Hard
ports,5,Easy
portsmouth,10,Hard
portugal,8,Medium
portuguese,10,Hard
posing,6,Medium
position,8,Medium
positioning,11,Hard
positions,9,Hard
positive,8,Medium
possess,7,Medium
possession,10,Hard
possibilities,13,Hard
possibility,11,Hard
possible,8,Medium
possibly,8,Medium
postage,7,Medium
postal,6,Medium
postcard,8,Medium
postcards,9,Hard
posted,6,Medium
poster,6,Medium
posters,7,Medium
posting,7,Medium
postings,8,Medium
postposted,10,Hard
posts,5,Easy
potato,6,Medium
potatoes,8,Medium
potential,9,Hard
potentially,11,Hard
potter,6,Medium
pottery,7,Medium
poultry,7,Medium
pound,5,Easy
pounds,6,Medium
poverty,7,Medium
powder,6,Medium
powell,6,Medium
power,5,Easy
powered,7,Medium
powerful,8,Medium
powerpoint,10,Hard
powers,6,Medium
powerseller,11,Hard
practical,9,Hard
practice,8,Medium
practices,9,Hard
practitioner,12,Hard
practitioners,13,Hard
prague,6,Medium
prairie,7,Medium
praise,6,Medium
prayer,6,Medium
prayers,7,Medium
preceding,9,Hard
precious,8,Medium
precipitation,13,Hard
precise,7,Medium
precisely,9,Hard
precision,9,Hard
predict,7,Medium
predicted,9,Hard
prediction,10,Hard
predictions,11,Hard
prefer,6,Medium
preference,10,Hard
preferences,11,Hard
preferred,9,Hard
prefers,7,Medium
prefix,6,Medium
pregnancy,9,Hard
pregnant,8,Medium
preliminary,11,Hard
premier,7,Medium
premiere,8,Medium
premises,8,Medium
premium,7,Medium
prepaid,7,Medium
preparation,11,Hard
prepare,7,Medium
prepared,8,Medium
preparing,9,Hard
prerequisite,12,Hard
prescribed,10,Hard
prescription,12,Hard
presence,8,Medium
present,7,Medium
presentation,12,Hard
presentations,13,Hard
presented,9,Hard
presenting,10,Hard
presently,9,Hard
presents,8,Medium
preservation,12,Hard
preserve,8,Medium
president,9,Hard
presidential,12,Hard
press,5,Easy
pressed,7,Medium
pressing,8,Medium
pressure,8,Medium
preston,7,Medium
pretty,6,Medium
prevent,7,Medium
preventing,10,Hard
prevention,10,Hard
preview,7,Medium
previews,8,Medium
previous,8,Medium
previously,10,Hard
price,5,Easy
priced,6,Medium
prices,6,Medium
pricing,7,Medium
pride,5,Easy
priest,6,Medium
primarily,9,Hard
primary,7,Medium
prime,5,Easy
prince,6,Medium
princess,8,Medium
princeton,9,Hard
principal,9,Hard
principle,9,Hard
principles,10,Hard
print,5,Easy
printable,9,Hard
printed,7,Medium
printer,7,Medium
printers,8,Medium
printing,8,Medium
prints,6,Medium
prior,5,Easy
priorities,10,Hard
priority,8,Medium
prison,6,Medium
prisoner,8,Medium
prisoners,9,Hard
privacy,7,Medium
private,7,Medium
privilege,9,Hard
privileges,10,Hard
prize,5,Easy
prizes,6,Medium
probability,11,Hard
probably,8,Medium
probe,5,Easy
problem,7,Medium
problems,8,Medium
procedure,9,Hard
procedures,10,Hard
proceed,7,Medium
proceeding,10,Hard
proceedings,11,Hard
proceeds,8,Medium
process,7,Medium
processed,9,Hard
processes,9,Hard
processing,10,Hard
processor,9,Hard
processors,10,Hard
procurement,11,Hard
produce,7,Medium
produced,8,Medium
producer,8,Medium
producers,9,Hard
produces,8,Medium
producing,9,Hard
product,7,Medium
production,10,Hard
productions,11,Hard
productive,10,Hard
productivity,12,Hard
products,8,Medium
profession,10,Hard
professional,12,Hard
professionals,13,Hard
professor,9,Hard
profile,7,Medium
profiles,8,Medium
profit,6,Medium
profits,7,Medium
program,7,Medium
programme,9,Hard
programmer,10,Hard
programmers,11,Hard
programmes,10,Hard
programming,11,Hard
programs,8,Medium
progress,8,Medium
progressive,11,Hard
prohibited,10,Hard
project,7,Medium
projected,9,Hard
projection,10,Hard
projector,9,Hard
projectors,10,Hard
projects,8,Medium
prominent,9,Hard
promise,7,Medium
promised,8,Medium
promises,8,Medium
promising,9,Hard
promo,5,Easy
promote,7,Medium
promoted,8,Medium
promotes,8,Medium
promoting,9,Hard
promotion,9,Hard
promotional,11,Hard
promotions,10,Hard
prompt,6,Medium
promptly,8,Medium
proof,5,Easy
propecia,8,Medium
proper,6,Medium
properly,8,Medium
properties,10,Hard
property,8,Medium
prophet,7,Medium
proportion,10,Hard
proposal,8,Medium
proposals,9,Hard
propose,7,Medium
proposed,8,Medium
proposition,11,Hard
proprietary,11,Hard
prospect,8,Medium
prospective,11,Hard
prospects,9,Hard
prostate,8,Medium
prostores,9,Hard
protect,7,Medium
protected,9,Hard
protecting,10,Hard
protection,10,Hard
protective,10,Hard
protein,7,Medium
proteins,8,Medium
protest,7,Medium
protocol,8,Medium
protocols,9,Hard
prototype,9,Hard
proud,5,Easy
proudly,7,Medium
prove,5,Easy
proved,6,Medium
proven,6,Medium
provide,7,Medium
provided,8,Medium
providence,10,Hard
provider,8,Medium
providers,9,Hard
provides,8,Medium
providing,9,Hard
province,8,Medium
provinces,9,Hard
provincial,10,Hard
provision,9,Hard
provisions,10,Hard
proxy,5,Easy
prozac,6,Medium
psychiatry,10,Hard
psychological,13,Hard
psychology,10,Hard
public,6,Medium
publication,11,Hard
publications,12,Hard
publicity,9,Hard
publicly,8,Medium
publish,7,Medium
published,9,Hard
publisher,9,Hard
publishers,10,Hard
publishing,10,Hard
pubmed,6,Medium
puerto,6,Medium
pulled,6,Medium
pulling,7,Medium
pulse,5,Easy
pumps,5,Easy
punch,5,Easy
punishment,10,Hard
pupils,6,Medium
puppy,5,Easy
purchase,8,Medium
purchased,9,Hard
purchases,9,Hard
purchasing,10,Hard
purple,6,Medium
purpose,7,Medium
purposes,8,Medium
purse,5,Easy
pursuant,8,Medium
pursue,6,Medium
pursuit,7,Medium
pushed,6,Medium
pushing,7,Medium
pussy,5,Easy
putting,7,Medium
puzzle,6,Medium
puzzles,7,Medium
python,6,Medium
qatar,5,Easy
qualification,13,Hard
qualifications,14,Hard
qualified,9,Hard
qualify,7,Medium
qualifying,10,Hard
qualities,9,Hard
quality,7,Medium
quantitative,12,Hard
quantities,10,Hard
quantity,8,Medium
quantum,7,Medium
quarter,7,Medium
quarterly,9,Hard
quarters,8,Medium
quebec,6,Medium
queen,5,Easy
queens,6,Medium
queensland,10,Hard
queries,7,Medium
query,5,Easy
quest,5,Easy
question,8,Medium
questionnaire,13,Hard
questions,9,Hard
queue,5,Easy
quick,5,Easy
quickly,7,Medium
quiet,5,Easy
quilt,5,Easy
quite,5,Easy
quizzes,7,Medium
quotations,10,Hard
quote,5,Easy
quoted,6,Medium
quotes,6,Medium
rabbit,6,Medium
races,5,Easy
rachel,6,Medium
racial,6,Medium
racing,6,Medium
racks,5,Easy
radar,5,Easy
radiation,9,Hard
radical,7,Medium
radio,5,Easy
radios,6,Medium
radius,6,Medium
railroad,8,Medium
railway,7,Medium
rainbow,7,Medium
raise,5,Easy
raised,6,Medium
raises,6,Medium
raising,7,Medium
raleigh,7,Medium
rally,5,Easy
ralph,5,Easy
ranch,5,Easy
random,6,Medium
randy,5,Easy
range,5,Easy
rangers,7,Medium
ranges,6,Medium
ranging,7,Medium
ranked,6,Medium
ranking,7,Medium
rankings,8,Medium
ranks,5,Easy
rapid,5,Easy
rapidly,7,Medium
rapids,6,Medium
rarely,6,Medium
rated,5,Easy
rates,5,Easy
rather,6,Medium
rating,6,Medium
ratings,7,Medium
ratio,5,Easy
rational,8,Medium
ratios,6,Medium
raymond,7,Medium
reach,5,Easy
reached,7,Medium
reaches,7,Medium
reaching,8,Medium
reaction,8,Medium
reactions,9,Hard
reader,6,Medium
readers,7,Medium
readily,7,Medium
reading,7,Medium
readings,8,Medium
reads,5,Easy
ready,5,Easy
realistic,9,Hard
reality,7,Medium
realize,7,Medium
realized,8,Medium
really,6,Medium
realm,5,Easy
realtor,7,Medium
realtors,8,Medium
realty,6,Medium
reason,6,Medium
reasonable,10,Hard
reasonably,10,Hard
reasoning,9,Hard
reasons,7,Medium
rebate,6,Medium
rebates,7,Medium
rebecca,7,Medium
rebel,5,Easy
rebound,7,Medium
recall,6,Medium
receipt,7,Medium
receive,7,Medium
received,8,Medium
receiver,8,Medium
receivers,9,Hard
receives,8,Medium
receiving,9,Hard
recent,6,Medium
recently,8,Medium
reception,9,Hard
receptor,8,Medium
receptors,9,Hard
recipe,6,Medium
recipes,7,Medium
recipient,9,Hard
recipients,10,Hard
recognised,10,Hard
recognition,11,Hard
recognize,9,Hard
recognized,10,Hard
recommend,9,Hard
recommendation,14,Hard
recommendations,15,Hard
recommended,11,Hard
recommends,10,Hard
reconstruction,14,Hard
record,6,Medium
recorded,8,Medium
recorder,8,Medium
recorders,9,Hard
recording,9,Hard
recordings,10,Hard
records,7,Medium
recover,7,Medium
recovered,9,Hard
recovery,8,Medium
recreation,10,Hard
recreational,12,Hard
recruiting,10,Hard
recruitment,11,Hard
recycling,9,Hard
redeem,6,Medium
redhead,7,Medium
reduce,6,Medium
reduced,7,Medium
reduces,7,Medium
reducing,8,Medium
reduction,9,Hard
reductions,10,Hard
refer,5,Easy
reference,9,Hard
referenced,10,Hard
references,10,Hard
referral,8,Medium
referrals,9,Hard
referred,8,Medium
referring,9,Hard
refers,6,Medium
refinance,9,Hard
refine,6,Medium
refined,7,Medium
reflect,7,Medium
reflected,9,Hard
reflection,10,Hard
reflections,11,Hard
reflects,8,Medium
reform,6,Medium
reforms,7,Medium
refresh,7,Medium
refrigerator,12,Hard
refugees,8,Medium
refund,6,Medium
refurbished,11,Hard
refuse,6,Medium
refused,7,Medium
regard,6,Medium
regarded,8,Medium
regarding,9,Hard
regardless,10,Hard
regards,7,Medium
reggae,6,Medium
regime,6,Medium
region,6,Medium
regional,8,Medium
regions,7,Medium
register,8,Medium
registered,10,Hard
registrar,9,Hard
registration,12,Hard
registry,8,Medium
regression,10,Hard
regular,7,Medium
regularly,9,Hard
regulated,9,Hard
regulation,10,Hard
regulations,11,Hard
regulatory,10,Hard
rehab,5,Easy
rehabilitation,14,Hard
reject,6,Medium
rejected,8,Medium
relate,6,Medium
related,7,Medium
relates,7,Medium
relating,8,Medium
relation,8,Medium
relations,9,Hard
relationship,12,Hard
relationships,13,Hard
relative,8,Medium
relatively,10,Hard
relatives,9,Hard
relax,5,Easy
